dataset_id,subject_id,session_id,condition_label,task_label,out_group,in_group,out_dim,in_dim,n_timepoints,block_trace_mean,block_frobenius_mean,block_anisotropy_mean,c_sym_mean,c_rot_mean
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,e,m,3,3,39,,0.10571355372667313,,0.07194162451494963,0.07902640066085717
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,e,d,3,3,39,,0.14244602620601654,,0.11446875763627198,0.1278077418414446
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,e,e,3,3,39,-0.033187649003827036,0.08115442842245102,,,
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,m,m,3,3,46,-0.10439503897467385,0.22708570957183838,99.95027281927025,,
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,m,d,3,3,46,,0.12841953337192535,,0.13368833704811076,0.13420759837912477
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,m,e,3,3,46,,0.19732967019081116,,0.13011088335643645,0.16011850462983485
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,d,m,3,3,46,,0.23387467861175537,,0.13368833704811076,0.13420759837912477
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,d,d,3,3,46,-0.0032637283286970596,0.14019064605236053,34.218175286832064,,
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,d,e,3,3,46,,0.18196158111095428,,0.10980752985114636,0.13694548785038616
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,e,m,3,3,46,,0.20661325752735138,,0.13011088335643645,0.16011850462983485
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,e,d,3,3,46,,0.16065959632396698,,0.10980752985114636,0.13694548785038616
ds003478:sub-009:rest_Rest_run-02,sub-009,,rest,Rest,e,e,3,3,46,0.11596399480881898,0.2612379193305969,,,
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,m,m,3,3,38,0.028196537095171056,0.15359094738960266,105.67867053182502,,
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,m,d,3,3,38,,0.1336602419614792,,0.10530555905087997,0.12222877399701822
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,m,e,3,3,38,,0.1865287870168686,,0.1116186521555248,0.143577583918446
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,d,m,3,3,38,,0.17948324978351593,,0.10530555905087997,0.12222877399701822
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,d,d,3,3,38,-0.08944825260397538,0.134240984916687,64.53663556199325,,
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,d,e,3,3,38,,0.2316664606332779,,0.14691764057466858,0.1485917170188929
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,e,m,3,3,38,,0.16901978850364685,,0.1116186521555248,0.143577583918446
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,e,d,3,3,38,,0.14890076220035553,,0.14691764057466858,0.1485917170188929
ds003478:sub-012:rest_Rest_run-02,sub-012,,rest,Rest,e,e,3,3,38,0.010722897946834564,0.269415944814682,120.86454016283939,,
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,m,m,3,3,120,-0.00667685205116868,0.33899375796318054,161.78575074275335,,
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,m,d,3,3,120,,0.19082991778850555,,0.19263754483933251,0.20908970109497507
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,m,e,3,3,120,,0.203292578458786,,0.2710989781965812,0.2863890622432033
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,d,m,3,3,120,,0.33461156487464905,,0.19263754483933251,0.20908970109497507
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,d,d,3,3,120,0.029738693940453233,0.25940775871276855,76.06660101811092,,
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,d,e,3,3,120,,0.18292351067066193,,0.15141666668156784,0.16041446272283794
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,e,m,3,3,120,,0.5003061890602112,,0.2710989781965812,0.2863890622432033
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,e,d,3,3,120,,0.24381272494792938,,0.15141666668156784,0.16041446272283794
ds003478:sub-008:rest_Rest_run-01,sub-008,,rest,Rest,e,e,3,3,120,-0.000426378947061797,0.261750727891922,44.66533712844054,,
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,m,m,3,3,121,-0.06441368477434413,0.2515237331390381,153.00135879674232,,
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,m,d,3,3,121,,0.15002204477787018,,0.15077646470759526,0.17897445129707826
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,m,e,3,3,121,,0.19386516511440277,,0.13065924541639887,0.15281855167189906
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,d,m,3,3,121,,0.28959059715270996,,0.15077646470759526,0.17897445129707826
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,d,d,3,3,121,-0.001738738491823358,0.18003645539283752,44.34720716397624,,
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,d,e,3,3,121,,0.1866348832845688,,0.11782317941100144,0.1039397382785466
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,e,m,3,3,121,,0.19717329740524292,,0.13065924541639887,0.15281855167189906
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,e,d,3,3,121,,0.11232132464647293,,0.11782317941100144,0.1039397382785466
ds003478:sub-009:rest_Rest_run-01,sub-009,,rest,Rest,e,e,3,3,121,0.037645547104275916,0.15415911376476288,,,
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,m,m,3,3,121,0.004318444889562189,0.2950439155101776,278.2040898149664,,
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,m,d,3,3,121,,0.18802040815353394,,0.22479382280475838,0.23511923985047775
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,m,e,3,3,121,,0.13459552824497223,,0.17003517911946478,0.17589757948621246
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,d,m,3,3,121,,0.40974411368370056,,0.22479382280475838,0.23511923985047775
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,d,d,3,3,121,0.021405578471627856,0.23872984945774078,491.60050598451915,,
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,d,e,3,3,121,,0.16519896686077118,,0.13261219255687776,0.14735305826526043
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,e,m,3,3,121,,0.3129418194293976,,0.17003517911946478,0.17589757948621246
ds003478:sub-010:rest_Rest_run-01,sub-010,,rest,Rest,e,d,3,3,121,,0.2165832221508026,,0.13261219255687776,0.14735305826526043
